STATUS | wrapper  | 2018/03/30 14:29:44 | --> Wrapper Started as Console
INFO   | jvm 1    | 2018/03/30 14:49:46 | 2018-03-30 14:49:46,085 [INFO ][$_NIOREACTOR-0-RW] connectionAcquired MySQLConnection [id=18, lastTime=1522421386081, user=root, schema=ias, old shema=ias, borrowed=false, fromSlaveDB=true, threadId=26, charset=latin1, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=172.31.40.116, port=33307, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.mysql.nio.handler.NewConnectionRespHandler:NewConnectionRespHandler.java:45) 
INFO   | jvm 1    | 2018/03/30 15:02:44 | 2018-03-30 15:02:44,082 [INFO ][Timer0] ServerConnection [id=2, schema=null, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=null] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/03/30 15:02:44 | 2018-03-30 15:02:44,082 [INFO ][Timer0] close connection,reason: idle  ,ServerConnection [id=2, schema=null, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=null]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/30 15:02:47 | 2018-03-30 15:02:47,082 [INFO ][Timer1] ServerConnection [id=3, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/03/30 15:02:47 | 2018-03-30 15:02:47,083 [INFO ][Timer1] close connection,reason: idle  ,ServerConnection [id=3, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/30 15:05:25 | 2018-03-30 15:05:25,082 [INFO ][Timer0] ServerConnection [id=5, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/03/30 15:05:25 | 2018-03-30 15:05:25,082 [INFO ][Timer0] close connection,reason: idle  ,ServerConnection [id=5, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/30 15:19:44 | 2018-03-30 15:19:44,082 [INFO ][Timer1] ServerConnection [id=6, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/03/30 15:19:44 | 2018-03-30 15:19:44,082 [INFO ][Timer1] close connection,reason: idle  ,ServerConnection [id=6, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/31 04:29:48 | 2018-03-31 04:29:48,531 [INFO ][$_NIOREACTOR-1-RW] ServerConnection [id=7, schema=null, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=null]'mysql' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/03/31 04:29:48 | 2018-03-31 04:29:48,913 [WARN ][$_NIOREACTOR-1-RW]  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0  (io.mycat.route.parser.druid.impl.DruidSelectParser:DruidSelectParser.java:436) 
INFO   | jvm 1    | 2018/03/31 04:29:48 | 2018-03-31 04:29:48,914 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=7, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]SELECT * FROM `ias`.`t_room` LIMIT 0 err:java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0 java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.tryRoute(DruidSelectParser.java:437)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.changeSql(DruidSelectParser.java:287)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.route.parser.druid.impl.DefaultDruidParser.parser(DefaultDruidParser.java:67)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.route.impl.DruidMycatRouteStrategy.routeNormalSqlWithAST(DruidMycatRouteStrategy.java:84)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.route.impl.AbstractRouteStrategy.route(AbstractRouteStrategy.java:81)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.route.RouteService.route(RouteService.java:133)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.server.ServerConnection.routeEndExecuteSQL(ServerConnection.java:273)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.server.ServerConnection.execute(ServerConnection.java:222)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.server.handler.SelectHandler.handle(SelectHandler.java:105)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.server.ServerQueryHandler.query(ServerQueryHandler.java:79)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:317)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:337)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.net.handler.FrontendCommandHandler.handle(FrontendCommandHandler.java:71)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.net.FrontendConnection.rawHandle(FrontendConnection.java:478)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.net.FrontendConnection.handle(FrontendConnection.java:460)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.net.AbstractConnection.onReadData(AbstractConnection.java:321)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.net.NIOSocketWR.asynRead(NIOSocketWR.java:190)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.net.AbstractConnection.asynRead(AbstractConnection.java:273)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:102)
INFO   | jvm 1    | 2018/03/31 04:29:48 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2018/03/31 04:29:48 |  (io.mycat.server.ServerConnection:ServerConnection.java:281) 
INFO   | jvm 1    | 2018/03/31 04:30:01 | 2018-03-31 04:30:01,609 [WARN ][$_NIOREACTOR-1-RW]  find no Route:SELECT * FROM `ias`.`t_user` LIMIT 0  (io.mycat.route.parser.druid.impl.DruidSelectParser:DruidSelectParser.java:436) 
INFO   | jvm 1    | 2018/03/31 04:30:01 | 2018-03-31 04:30:01,609 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=7, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]SELECT * FROM `ias`.`t_user` LIMIT 0 err:java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_user` LIMIT 0 java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_user` LIMIT 0
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.tryRoute(DruidSelectParser.java:437)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.changeSql(DruidSelectParser.java:287)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.route.parser.druid.impl.DefaultDruidParser.parser(DefaultDruidParser.java:67)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.route.impl.DruidMycatRouteStrategy.routeNormalSqlWithAST(DruidMycatRouteStrategy.java:84)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.route.impl.AbstractRouteStrategy.route(AbstractRouteStrategy.java:81)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.route.RouteService.route(RouteService.java:133)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.server.ServerConnection.routeEndExecuteSQL(ServerConnection.java:273)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.server.ServerConnection.execute(ServerConnection.java:222)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.server.handler.SelectHandler.handle(SelectHandler.java:105)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.server.ServerQueryHandler.query(ServerQueryHandler.java:79)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:317)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:337)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.net.handler.FrontendCommandHandler.handle(FrontendCommandHandler.java:71)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.net.FrontendConnection.rawHandle(FrontendConnection.java:478)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.net.FrontendConnection.handle(FrontendConnection.java:460)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.net.AbstractConnection.onReadData(AbstractConnection.java:321)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.net.NIOSocketWR.asynRead(NIOSocketWR.java:190)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.net.AbstractConnection.asynRead(AbstractConnection.java:273)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:102)
INFO   | jvm 1    | 2018/03/31 04:30:01 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2018/03/31 04:30:01 |  (io.mycat.server.ServerConnection:ServerConnection.java:281) 
INFO   | jvm 1    | 2018/03/31 04:30:24 | 2018-03-31 04:30:24,537 [INFO ][$_NIOREACTOR-1-RW] close connection,reason:quit cmd ,ServerConnection [id=7, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/31 04:30:25 | 2018-03-31 04:30:25,355 [INFO ][$_NIOREACTOR-0-RW] ServerConnection [id=8, schema=null, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=null]'mysql' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/03/31 04:30:26 | 2018-03-31 04:30:26,497 [INFO ][$_NIOREACTOR-1-RW] ServerConnection [id=9, schema=null, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=null]'mysql' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/03/31 04:30:26 | 2018-03-31 04:30:26,816 [WARN ][$_NIOREACTOR-1-RW] execute  sql err : errno:1347 'ias.t_device' is not VIEW con:MySQLConnection [id=13, lastTime=1522470626801, user=root, schema=ias, old shema=ias, borrowed=true, fromSlaveDB=true, threadId=20, charset=utf8, txIsolation=3, autocommit=true, attachment=dn_test0{SHOW CREATE VIEW t_device}, respHandler=SingleNodeHandler [node=dn_test0{SHOW CREATE VIEW t_device}, packetId=1], host=172.31.40.116, port=33307, statusSync=null, writeQueue=0, modifiedSQLExecuted=false] frontend host:60.63.136.248/49244/mysql  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:249) 
INFO   | jvm 1    | 2018/03/31 04:30:29 | 2018-03-31 04:30:29,664 [INFO ][$_NIOREACTOR-1-RW] close connection,reason:quit cmd ,ServerConnection [id=9, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/31 04:30:32 | 2018-03-31 04:30:32,420 [INFO ][$_NIOREACTOR-0-RW] ServerConnection [id=10, schema=null, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=null]'mysql' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/03/31 04:30:33 | 2018-03-31 04:30:33,449 [INFO ][$_NIOREACTOR-0-RW] close connection,reason:quit cmd ,ServerConnection [id=10, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/31 04:30:35 | 2018-03-31 04:30:35,368 [INFO ][$_NIOREACTOR-1-RW] ServerConnection [id=11, schema=null, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=null]'mysql' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/03/31 04:30:44 | 2018-03-31 04:30:44,370 [INFO ][$_NIOREACTOR-1-RW] close connection,reason:quit cmd ,ServerConnection [id=11, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/31 04:30:45 | 2018-03-31 04:30:45,032 [INFO ][$_NIOREACTOR-0-RW] ServerConnection [id=12, schema=null, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=null]'mysql' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/03/31 04:30:55 | 2018-03-31 04:30:55,067 [INFO ][$_NIOREACTOR-0-RW] close connection,reason:quit cmd ,ServerConnection [id=12, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/31 04:30:56 | 2018-03-31 04:30:56,235 [INFO ][$_NIOREACTOR-1-RW] ServerConnection [id=13, schema=null, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=null]'mysql' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/03/31 04:30:59 | 2018-03-31 04:30:59,274 [INFO ][$_NIOREACTOR-1-RW] close connection,reason:quit cmd ,ServerConnection [id=13, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/31 04:31:00 | 2018-03-31 04:31:00,514 [INFO ][$_NIOREACTOR-0-RW] ServerConnection [id=14, schema=null, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=null]'mysql' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/03/31 04:31:01 | 2018-03-31 04:31:01,481 [INFO ][$_NIOREACTOR-0-RW] close connection,reason:quit cmd ,ServerConnection [id=14, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/31 04:31:01 | 2018-03-31 04:31:01,891 [INFO ][$_NIOREACTOR-1-RW] ServerConnection [id=15, schema=null, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=null]'mysql' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/03/31 04:31:11 | 2018-03-31 04:31:11,145 [INFO ][$_NIOREACTOR-1-RW] close connection,reason:quit cmd ,ServerConnection [id=15, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/03/31 04:31:11 | 2018-03-31 04:31:11,533 [INFO ][$_NIOREACTOR-0-RW] close connection,reason:quit cmd ,ServerConnection [id=8, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
